date,ward,chlorine_mgL,turbidity_NTU
2022-06-01,Ukkadam,0.05,35.0
2022-06-01,Town Hall,0.05,47.3
2022-06-01,Kuniyamuthur,0.05,45.6
2022-06-01,Sundarapuram,0.05,18.1
2022-06-01,Podanur,0.05,52.8
2022-06-01,Thudiyalur,0.05,63.9
2022-06-01,Vadakovai,0.05,28.9
2022-06-01,Ganapathy,0.05,35.4
2022-06-01,Kalapatti,0.05,72.3
2022-06-01,Kovaipudur,0.05,63.4
2022-06-01,Selvapuram,0.05,42.1
2022-06-01,Kurichi,0.05,55.4
2022-06-01,Vadavalli,0.05,26.2
2022-06-08,Gandhipuram,0.05,148.2
2022-06-08,RS Puram,0.05,202.9
2022-06-08,Saibaba Colony,0.05,206.5
2022-06-08,Peelamedu,0.05,178.1
2022-06-08,Singanallur,0.05,174.1
2022-06-08,Saravanampatti,0.05,115.9
2022-06-08,Race Course,0.05,147.2
2022-06-08,Ukkadam,0.05,136.6
2022-06-08,Town Hall,0.05,193.6
2022-06-08,Kuniyamuthur,0.05,166.4
2022-06-08,Sundarapuram,0.05,158.7
2022-06-08,Podanur,0.05,142.5
2022-06-08,Thudiyalur,0.05,239.5
2022-06-08,Vadakovai,0.05,141.0
2022-06-08,Ganapathy,0.05,217.9
2022-06-08,Kalapatti,0.05,174.1
2022-06-08,Kovaipudur,0.05,177.5
2022-06-08,Selvapuram,0.05,185.8
2022-06-08,Kurichi,0.05,168.0
2022-06-08,Vadavalli,0.05,182.6
2022-06-15,Gandhipuram,0.05,189.4
2022-06-15,RS Puram,0.05,192.9
2022-06-15,Saibaba Colony,0.05,110.0
2022-06-15,Peelamedu,0.05,185.2
2022-06-15,Singanallur,0.05,147.9
2022-06-15,Saravanampatti,0.05,168.2
2022-06-15,Race Course,0.05,209.4
2022-06-15,Ukkadam,0.05,165.8
2022-06-15,Town Hall,0.05,214.1
2022-06-15,Kuniyamuthur,0.05,133.7
2022-06-15,Sundarapuram,0.05,201.9
2022-06-15,Podanur,0.05,199.3
2022-06-15,Thudiyalur,0.05,239.0
2022-06-15,Vadakovai,0.05,212.4
2022-06-15,Ganapathy,0.05,184.1
2022-06-15,Kalapatti,0.05,226.4
2022-06-15,Kovaipudur,0.05,191.2
2022-06-15,Selvapuram,0.05,183.0
2022-06-15,Kurichi,0.05,170.5
2022-06-15,Vadavalli,0.05,149.8
2022-06-22,Gandhipuram,0.05,153.0
2022-06-22,RS Puram,0.05,212.9
2022-06-22,Saibaba Colony,0.05,168.3
2022-06-22,Peelamedu,0.05,178.9
2022-06-22,Singanallur,0.05,139.5
2022-06-22,Saravanampatti,0.05,108.8
2022-06-22,Race Course,0.05,154.1
2022-06-22,Ukkadam,0.05,173.0
2022-06-22,Town Hall,0.05,164.1
2022-06-22,Kuniyamuthur,0.05,131.0
2022-06-22,Sundarapuram,0.05,154.7
2022-06-22,Podanur,0.05,170.8
2022-06-22,Thudiyalur,0.05,142.7
2022-06-22,Vadakovai,0.05,172.7
2022-06-22,Ganapathy,0.05,187.0
2022-06-22,Kalapatti,0.05,187.2
2022-06-22,Kovaipudur,0.05,203.2
2022-06-22,Selvapuram,0.05,184.2
2022-06-22,Kurichi,0.05,184.1
2022-06-22,Vadavalli,0.05,158.1
2022-06-29,Gandhipuram,0.05,154.6
2022-06-29,RS Puram,0.05,165.2
2022-06-29,Saibaba Colony,0.05,193.9
2022-06-29,Peelamedu,0.05,202.5
2022-06-29,Singanallur,0.05,207.2
2022-06-29,Saravanampatti,0.05,201.0
2022-06-29,Race Course,0.05,118.0
2022-06-29,Ukkadam,0.05,249.5
2022-06-29,Town Hall,0.05,123.4
2022-06-29,Kuniyamuthur,0.05,115.4
2022-06-29,Sundarapuram,0.05,143.2
2022-06-29,Podanur,0.05,130.5
2022-06-29,Thudiyalur,0.05,168.7
2022-06-29,Vadakovai,0.05,147.1
2022-06-29,Ganapathy,0.05,162.9
2022-06-29,Kalapatti,0.05,126.7
2022-06-29,Kovaipudur,0.05,102.2
2022-06-29,Selvapuram,0.05,154.8
2022-06-29,Kurichi,0.05,122.2
2022-06-29,Vadavalli,0.05,168.1
2022-07-06,Gandhipuram,0.05,153.7
2022-07-06,RS Puram,0.05,158.2
2022-07-06,Saibaba Colony,0.05,157.6
2022-07-06,Peelamedu,0.05,233.4
2022-07-06,Singanallur,0.05,208.3
2022-07-06,Saravanampatti,0.05,214.7
2022-07-06,Race Course,0.05,181.5
2022-07-06,Ukkadam,0.05,172.1
2022-07-06,Town Hall,0.05,141.5
2022-07-06,Kuniyamuthur,0.05,205.1
2022-07-06,Sundarapuram,0.05,127.2
2022-07-06,Podanur,0.05,190.4
2022-07-06,Thudiyalur,0.05,235.4
2022-07-06,Vadakovai,0.05,137.8
2022-07-06,Ganapathy,0.05,175.0
2022-07-06,Kalapatti,0.05,168.5
2022-07-06,Kovaipudur,0.05,201.7
2022-07-06,Selvapuram,0.05,158.5
2022-07-06,Kurichi,0.05,183.4
2022-07-06,Vadavalli,0.05,151.1
2022-07-13,Gandhipuram,0.05,245.2
2022-07-13,RS Puram,0.05,193.8
2022-07-13,Saibaba Colony,0.05,153.1
2022-07-13,Peelamedu,0.05,114.3
2022-07-13,Singanallur,0.05,144.2
2022-07-13,Saravanampatti,0.05,216.1
2022-07-13,Race Course,0.05,162.8
2022-07-13,Ukkadam,0.05,157.6
2022-07-13,Town Hall,0.05,188.4
2022-07-13,Kuniyamuthur,0.05,166.7
2022-07-13,Sundarapuram,0.05,208.1
2022-07-13,Podanur,0.05,236.0
2022-07-13,Thudiyalur,0.05,209.4
2022-07-13,Vadakovai,0.05,229.6
2022-07-13,Ganapathy,0.05,141.0
2022-07-13,Kalapatti,0.05,204.7
2022-07-13,Kovaipudur,0.05,143.8
2022-07-13,Selvapuram,0.05,223.6
2022-07-13,Kurichi,0.05,174.3
2022-07-13,Vadavalli,0.05,108.3
2022-07-20,Gandhipuram,0.05,176.9
2022-07-20,RS Puram,0.05,137.6
2022-07-20,Saibaba Colony,0.05,184.6
2022-07-20,Peelamedu,0.05,163.1
2022-07-20,Singanallur,0.05,150.4
2022-07-20,Saravanampatti,0.05,167.6
2022-07-20,Race Course,0.05,137.9
2022-07-20,Ukkadam,0.05,127.5
2022-07-20,Town Hall,0.05,203.5
2022-07-20,Kuniyamuthur,0.05,227.3
2022-07-20,Sundarapuram,0.05,177.5
2022-07-20,Podanur,0.05,202.1
2022-07-20,Thudiyalur,0.05,168.9
2022-07-20,Vadakovai,0.05,201.3
2022-07-20,Ganapathy,0.05,159.8
2022-07-20,Kalapatti,0.05,202.1
2022-07-20,Kovaipudur,0.05,154.4
2022-07-20,Selvapuram,0.05,176.8
2022-07-20,Kurichi,0.05,182.5
2022-07-20,Vadavalli,0.05,101.7
2022-07-27,Gandhipuram,0.05,186.0
2022-07-27,RS Puram,0.05,189.9
2022-07-27,Saibaba Colony,0.05,214.9
2022-07-27,Peelamedu,0.05,166.5
2022-07-27,Singanallur,0.05,201.9
2022-07-27,Saravanampatti,0.05,178.9
2022-07-27,Race Course,0.05,132.2
2022-07-27,Ukkadam,0.05,163.1
2022-07-27,Town Hall,0.05,132.5
2022-07-27,Kuniyamuthur,0.05,290.0
2022-07-27,Sundarapuram,0.05,126.9
2022-07-27,Podanur,0.05,231.1
2022-07-27,Thudiyalur,0.05,274.7
2022-07-27,Vadakovai,0.05,152.7
2022-07-27,Ganapathy,0.05,148.5
2022-07-27,Kalapatti,0.05,260.6
2022-07-27,Kovaipudur,0.05,164.5
2022-07-27,Selvapuram,0.05,147.3
2022-07-27,Kurichi,0.05,163.8
2022-07-27,Vadavalli,0.05,182.1
2022-08-03,Gandhipuram,0.05,147.5
2022-08-03,RS Puram,0.05,135.8
2022-08-03,Saibaba Colony,0.05,228.1
2022-08-03,Peelamedu,0.05,148.1
2022-08-03,Singanallur,0.05,187.8
2022-08-03,Saravanampatti,0.05,173.5
2022-08-03,Race Course,0.05,148.9
2022-08-03,Ukkadam,0.05,117.9
2022-08-03,Town Hall,0.05,166.6
2022-08-03,Kuniyamuthur,0.05,147.4
2022-08-03,Sundarapuram,0.05,139.8
2022-08-03,Podanur,0.05,238.3
2022-08-03,Thudiyalur,0.05,164.0
2022-08-03,Vadakovai,0.05,166.9
2022-08-03,Ganapathy,0.05,164.3
2022-08-03,Kalapatti,0.05,174.6
2022-08-03,Kovaipudur,0.05,191.3
2022-08-03,Selvapuram,0.05,143.6
2022-08-03,Kurichi,0.05,183.3
2022-08-03,Vadavalli,0.05,152.4
2022-08-10,Gandhipuram,0.05,110.5
2022-08-10,RS Puram,0.05,181.1
2022-08-10,Saibaba Colony,0.05,154.3
2022-08-10,Peelamedu,0.05,141.4
2022-08-10,Singanallur,0.05,170.2
2022-08-10,Saravanampatti,0.05,222.0
2022-08-10,Race Course,0.05,170.9
2022-08-10,Ukkadam,0.05,175.3
2022-08-10,Town Hall,0.05,152.9
2022-08-10,Kuniyamuthur,0.05,165.3
2022-08-10,Sundarapuram,0.05,195.6
2022-08-10,Podanur,0.05,152.2
2022-08-10,Thudiyalur,0.05,136.9
2022-08-10,Vadakovai,0.05,177.6
2022-08-10,Ganapathy,0.05,169.4
2022-08-10,Kalapatti,0.05,144.6
2022-08-10,Kovaipudur,0.05,154.9
2022-08-10,Selvapuram,0.05,157.2
2022-08-10,Kurichi,0.05,128.5
2022-08-10,Vadavalli,0.05,247.5
2022-08-17,Gandhipuram,0.05,215.2
2022-08-17,RS Puram,0.05,211.3
2022-08-17,Saibaba Colony,0.05,234.4
2022-08-17,Peelamedu,0.05,125.8
2022-08-17,Singanallur,0.05,187.0
2022-08-17,Saravanampatti,0.05,142.9
2022-08-17,Race Course,0.05,157.1
2022-08-17,Ukkadam,0.05,178.1
2022-08-17,Town Hall,0.05,161.6
2022-08-17,Kuniyamuthur,0.05,212.7
2022-08-17,Sundarapuram,0.05,221.3
2022-08-17,Podanur,0.05,116.0
2022-08-17,Thudiyalur,0.05,159.9
2022-08-17,Vadakovai,0.05,189.7
2022-08-17,Ganapathy,0.05,146.8
2022-08-17,Kalapatti,0.05,168.0
2022-08-17,Kovaipudur,0.05,118.2
2022-08-17,Selvapuram,0.05,151.2
2022-08-17,Kurichi,0.05,205.8
2022-08-17,Vadavalli,0.05,190.2
2022-08-24,Gandhipuram,0.05,149.6
2022-08-24,RS Puram,0.05,136.2
2022-08-24,Saibaba Colony,0.05,162.3
2022-08-24,Peelamedu,0.05,188.8
2022-08-24,Singanallur,0.05,174.6
2022-08-24,Saravanampatti,0.05,146.0
2022-08-24,Race Course,0.05,153.5
2022-08-24,Ukkadam,0.05,221.7
2022-08-24,Town Hall,0.05,147.0
2022-08-24,Kuniyamuthur,0.05,227.1
2022-08-24,Sundarapuram,0.05,149.0
2022-08-24,Podanur,0.05,172.3
2022-08-24,Thudiyalur,0.05,208.3
2022-08-24,Vadakovai,0.05,147.6
2022-08-24,Ganapathy,0.05,150.7
2022-08-24,Kalapatti,0.05,209.1
2022-08-24,Kovaipudur,0.05,100.6
2022-08-24,Selvapuram,0.05,152.4
2022-08-24,Kurichi,0.05,161.1
2022-08-24,Vadavalli,0.05,140.1
2022-08-31,Gandhipuram,0.05,161.1
2022-08-31,RS Puram,0.05,156.6
2022-08-31,Saibaba Colony,0.05,136.0
2022-08-31,Peelamedu,0.05,258.3
2022-08-31,Singanallur,0.05,188.4
2022-08-31,Saravanampatti,0.05,169.9
2022-08-31,Race Course,0.05,197.4
2022-08-31,Ukkadam,0.05,194.1
2022-08-31,Town Hall,0.05,142.9
2022-08-31,Kuniyamuthur,0.05,173.7
2022-08-31,Sundarapuram,0.05,133.9
2022-08-31,Podanur,0.05,207.5
2022-08-31,Thudiyalur,0.05,185.7
2022-08-31,Vadakovai,0.05,165.5
2022-08-31,Ganapathy,0.05,176.3
2022-08-31,Kalapatti,0.05,190.3
2022-08-31,Kovaipudur,0.05,119.1
2022-08-31,Selvapuram,0.05,140.1
2022-08-31,Kurichi,0.05,222.0
2022-08-31,Vadavalli,0.05,161.4
2022-09-07,Gandhipuram,0.05,153.6
2022-09-07,RS Puram,0.05,220.7
2022-09-07,Saibaba Colony,0.05,159.5
2022-09-07,Peelamedu,0.05,171.8
2022-09-07,Singanallur,0.05,150.9
2022-09-07,Saravanampatti,0.05,243.5
2022-09-07,Race Course,0.05,167.5
2022-09-07,Ukkadam,0.05,200.6
2022-09-07,Town Hall,0.05,151.1
2022-09-07,Kuniyamuthur,0.05,165.3
2022-09-07,Sundarapuram,0.05,156.0
2022-09-07,Podanur,0.05,139.8
2022-09-07,Thudiyalur,0.05,191.0
2022-09-07,Vadakovai,0.05,139.8
2022-09-07,Ganapathy,0.05,121.9
2022-09-07,Kalapatti,0.05,220.4
2022-09-07,Kovaipudur,0.05,211.7
2022-09-07,Selvapuram,0.05,205.2
2022-09-07,Kurichi,0.05,169.6
2022-09-07,Vadavalli,0.05,170.1
2022-09-14,Gandhipuram,0.05,166.0
2022-09-14,RS Puram,0.05,140.9
2022-09-14,Saibaba Colony,0.05,154.3
2022-09-14,Peelamedu,0.05,169.0
2022-09-14,Singanallur,0.05,137.3
2022-09-14,Saravanampatti,0.05,197.2
2022-09-14,Race Course,0.05,199.7
2022-09-14,Ukkadam,0.05,150.9
2022-09-14,Town Hall,0.05,156.5
2022-09-14,Kuniyamuthur,0.05,129.4
2022-09-14,Sundarapuram,0.05,149.5
2022-09-14,Podanur,0.05,209.1
2022-09-14,Thudiyalur,0.05,135.0
2022-09-14,Vadakovai,0.05,187.0
2022-09-14,Ganapathy,0.05,165.2
2022-09-14,Kalapatti,0.05,177.6
2022-09-14,Kovaipudur,0.05,171.3
2022-09-14,Selvapuram,0.05,124.0
2022-09-14,Kurichi,0.05,196.2
2022-09-14,Vadavalli,0.05,160.0
2022-09-21,Gandhipuram,0.05,224.6
2022-09-21,RS Puram,0.05,185.0
2022-09-21,Saibaba Colony,0.05,153.0
2022-09-21,Peelamedu,0.05,143.2
2022-09-21,Singanallur,0.05,273.9
2022-09-21,Saravanampatti,0.05,217.9
2022-09-21,Race Course,0.05,196.9
2022-09-21,Ukkadam,0.05,188.3
2022-09-21,Town Hall,0.05,130.9
2022-09-21,Kuniyamuthur,0.05,125.8
2022-09-21,Sundarapuram,0.05,134.7
2022-09-21,Podanur,0.05,203.5
2022-09-21,Thudiyalur,0.05,156.8
2022-09-21,Vadakovai,0.05,174.6
2022-09-21,Ganapathy,0.05,130.8
2022-09-21,Kalapatti,0.05,192.3
2022-09-21,Kovaipudur,0.05,188.1
2022-09-21,Selvapuram,0.05,148.4
2022-09-21,Kurichi,0.05,187.0
2022-09-21,Vadavalli,0.05,156.5
2022-09-28,Gandhipuram,0.05,178.0
2022-09-28,RS Puram,0.05,213.2
2022-09-28,Saibaba Colony,0.05,136.1
2022-09-28,Peelamedu,0.05,178.6
2022-09-28,Singanallur,0.05,189.4
2022-09-28,Saravanampatti,0.05,168.1
2022-09-28,Race Course,0.05,145.8
2022-09-28,Ukkadam,0.05,305.1
2022-09-28,Town Hall,0.05,188.9
2022-09-28,Kuniyamuthur,0.05,152.6
2022-09-28,Sundarapuram,0.05,134.3
2022-09-28,Podanur,0.05,247.1
2022-09-28,Thudiyalur,0.05,167.8
2022-09-28,Vadakovai,0.05,242.5
2022-09-28,Ganapathy,0.05,136.6
2022-09-28,Kalapatti,0.05,395.4
2022-09-28,Kovaipudur,0.05,147.4
2022-09-28,Selvapuram,0.05,190.2
2022-09-28,Kurichi,0.05,177.9
2022-09-28,Vadavalli,0.05,186.4
2022-10-05,Gandhipuram,0.05,127.2
2022-10-05,RS Puram,0.05,101.6
2022-10-05,Saibaba Colony,0.05,131.4
2022-10-05,Peelamedu,0.05,113.1
2022-10-05,Singanallur,0.05,128.3
2022-10-05,Saravanampatti,0.05,150.7
2022-10-05,Race Course,0.05,81.5
2022-10-05,Ukkadam,0.05,114.8
2022-10-05,Town Hall,0.05,165.2
2022-10-05,Kuniyamuthur,0.05,55.4
2022-10-05,Sundarapuram,0.05,141.6
2022-10-05,Podanur,0.05,105.5
2022-10-05,Thudiyalur,0.05,135.4
2022-10-05,Vadakovai,0.05,127.1
2022-10-05,Ganapathy,0.05,119.2
2022-10-05,Kalapatti,0.05,123.4
2022-10-05,Kovaipudur,0.05,69.0
2022-10-05,Selvapuram,0.05,127.9
2022-10-05,Kurichi,0.05,84.2
2022-10-05,Vadavalli,0.05,91.8
2022-10-12,Gandhipuram,0.05,97.9
2022-10-12,RS Puram,0.05,76.2
2022-10-12,Saibaba Colony,0.05,79.1
2022-10-12,Peelamedu,0.05,90.1
2022-10-12,Singanallur,0.05,77.3
2022-10-12,Saravanampatti,0.05,101.6
2022-10-12,Race Course,0.05,91.0
2022-10-12,Ukkadam,0.05,70.9
2022-10-12,Town Hall,0.05,72.0
2022-10-12,Kuniyamuthur,0.05,95.2
2022-10-12,Sundarapuram,0.05,77.4
2022-10-12,Podanur,0.05,100.9
2022-10-12,Thudiyalur,0.05,123.5
2022-10-12,Vadakovai,0.05,89.5
2022-10-12,Ganapathy,0.05,116.7
2022-10-12,Kalapatti,0.05,82.2
2022-10-12,Kovaipudur,0.05,68.5
2022-10-12,Selvapuram,0.05,117.3
2022-10-12,Kurichi,0.05,93.0
2022-10-12,Vadavalli,0.05,124.5
2022-10-19,Gandhipuram,0.05,70.3
2022-10-19,RS Puram,0.05,82.0
2022-10-19,Saibaba Colony,0.05,83.8
2022-10-19,Peelamedu,0.05,101.0
2022-10-19,Singanallur,0.05,106.1
2022-10-19,Saravanampatti,0.05,79.2
2022-10-19,Race Course,0.05,89.7
2022-10-19,Ukkadam,0.05,92.1
2022-10-19,Town Hall,0.05,82.2
2022-10-19,Kuniyamuthur,0.05,98.0
2022-10-19,Sundarapuram,0.05,52.0
2022-10-19,Podanur,0.05,64.8
2022-10-19,Thudiyalur,0.05,72.9
2022-10-19,Vadakovai,0.05,98.5
2022-10-19,Ganapathy,0.05,51.1
2022-10-19,Kalapatti,0.05,64.3
2022-10-19,Kovaipudur,0.05,95.7
2022-10-19,Selvapuram,0.05,99.8
2022-10-19,Kurichi,0.05,74.0
2022-10-19,Vadavalli,0.05,121.1
2022-10-26,Gandhipuram,0.05,99.9
2022-10-26,RS Puram,0.05,54.4
2022-10-26,Saibaba Colony,0.05,119.0
2022-10-26,Peelamedu,0.05,86.1
2022-10-26,Singanallur,0.05,121.9
2022-10-26,Saravanampatti,0.05,70.9
2022-10-26,Race Course,0.05,112.2
2022-10-26,Ukkadam,0.05,73.1
2022-10-26,Town Hall,0.05,106.3
2022-10-26,Kuniyamuthur,0.05,103.6
2022-10-26,Sundarapuram,0.05,59.4
2022-10-26,Podanur,0.05,84.8
2022-10-26,Thudiyalur,0.05,71.6
2022-10-26,Vadakovai,0.05,122.1
2022-10-26,Ganapathy,0.05,108.5
2022-10-26,Kalapatti,0.05,96.5
2022-10-26,Kovaipudur,0.05,90.0
2022-10-26,Selvapuram,0.05,73.5
2022-10-26,Kurichi,0.05,69.1
2022-10-26,Vadavalli,0.05,123.3
2022-11-02,Gandhipuram,0.05,101.5
2022-11-02,RS Puram,0.05,83.6
2022-11-02,Saibaba Colony,0.05,119.4
2022-11-02,Peelamedu,0.05,93.0
2022-11-02,Singanallur,0.05,95.0
2022-11-02,Saravanampatti,0.05,69.5
2022-11-02,Race Course,0.05,69.7
2022-11-02,Ukkadam,0.05,101.3
2022-11-02,Town Hall,0.05,64.7
2022-11-02,Kuniyamuthur,0.05,55.9
2022-11-02,Sundarapuram,0.05,75.9
2022-11-02,Podanur,0.05,64.5
2022-11-02,Thudiyalur,0.05,69.4
2022-11-02,Vadakovai,0.05,59.9
2022-11-02,Ganapathy,0.05,65.4
2022-11-02,Kalapatti,0.05,94.9
2022-11-02,Kovaipudur,0.05,57.7
2022-11-02,Selvapuram,0.05,108.7
2022-11-02,Kurichi,0.05,69.3
2022-11-02,Vadavalli,0.05,95.8
2022-11-09,Gandhipuram,0.05,78.0
2022-11-09,RS Puram,0.05,61.0
2022-11-09,Saibaba Colony,0.05,60.4
2022-11-09,Peelamedu,0.05,73.4
2022-11-09,Singanallur,0.05,70.4
2022-11-09,Saravanampatti,0.05,101.7
2022-11-09,Race Course,0.05,71.0
2022-11-09,Ukkadam,0.05,111.5
2022-11-09,Town Hall,0.05,67.4
2022-11-09,Kuniyamuthur,0.05,120.4
2022-11-09,Sundarapuram,0.05,95.3
2022-11-09,Podanur,0.05,61.8
2022-11-09,Thudiyalur,0.05,86.5
2022-11-09,Vadakovai,0.05,67.8
2022-11-09,Ganapathy,0.05,73.6
2022-11-09,Kalapatti,0.05,64.0
2022-11-09,Kovaipudur,0.05,89.1
2022-11-09,Selvapuram,0.05,70.3
2022-11-09,Kurichi,0.05,76.7
2022-11-09,Vadavalli,0.05,82.3
2022-11-16,Gandhipuram,0.05,91.1
2022-11-16,RS Puram,0.05,109.7
2022-11-16,Saibaba Colony,0.05,49.4
2022-11-16,Peelamedu,0.05,105.4
2022-11-16,Singanallur,0.05,100.8
2022-11-16,Saravanampatti,0.05,90.0
2022-11-16,Race Course,0.05,86.0
2022-11-16,Ukkadam,0.05,115.0
2022-11-16,Town Hall,0.05,81.0
2022-11-16,Kuniyamuthur,0.05,69.6
2022-11-16,Sundarapuram,0.05,95.5
2022-11-16,Podanur,0.05,74.6
2022-11-16,Thudiyalur,0.05,79.2
2022-11-16,Vadakovai,0.05,68.3
2022-11-16,Ganapathy,0.05,72.5
2022-11-16,Kalapatti,0.05,62.4
2022-11-16,Kovaipudur,0.05,59.5
2022-11-16,Selvapuram,0.05,77.3
2022-11-16,Kurichi,0.05,83.2
2022-11-16,Vadavalli,0.05,104.7
2022-11-23,Gandhipuram,0.05,104.2
2022-11-23,RS Puram,0.05,58.9
2022-11-23,Saibaba Colony,0.05,56.1
2022-11-23,Peelamedu,0.05,84.2
2022-11-23,Singanallur,0.05,97.8
2022-11-23,Saravanampatti,0.05,71.7
2022-11-23,Race Course,0.05,90.2
2022-11-23,Ukkadam,0.05,100.9
2022-11-23,Town Hall,0.05,88.7
2022-11-23,Kuniyamuthur,0.05,84.8
2022-11-23,Sundarapuram,0.05,72.1
2022-11-23,Podanur,0.05,42.0
2022-11-23,Thudiyalur,0.05,79.4
2022-11-23,Vadakovai,0.05,52.6
2022-11-23,Ganapathy,0.05,56.9
2022-11-23,Kalapatti,0.05,75.8
2022-11-23,Kovaipudur,0.05,89.2
2022-11-23,Selvapuram,0.05,61.8
2022-11-23,Kurichi,0.05,87.5
2022-11-23,Vadavalli,0.05,87.5
2022-11-30,Gandhipuram,0.05,77.9
2022-11-30,RS Puram,0.05,64.6
2022-11-30,Saibaba Colony,0.05,85.9
2022-11-30,Peelamedu,0.05,63.7
2022-11-30,Singanallur,0.05,73.8
2022-11-30,Saravanampatti,0.05,105.4
2022-11-30,Race Course,0.05,63.3
2022-11-30,Ukkadam,0.05,62.7
2022-11-30,Town Hall,0.05,70.6
2022-11-30,Kuniyamuthur,0.05,94.9
2022-11-30,Sundarapuram,0.05,49.1
2022-11-30,Podanur,0.05,76.6
2022-11-30,Thudiyalur,0.05,84.3
2022-11-30,Vadakovai,0.05,69.8
2022-11-30,Ganapathy,0.05,77.1
2022-11-30,Kalapatti,0.05,101.3
2022-11-30,Kovaipudur,0.05,122.3
2022-11-30,Selvapuram,0.05,87.7
2022-11-30,Kurichi,0.05,70.1
2022-11-30,Vadavalli,0.05,87.6
2022-12-07,Gandhipuram,0.08,18.8
2022-12-07,RS Puram,0.45,17.4
2022-12-07,Saibaba Colony,0.05,17.6
2022-12-07,Peelamedu,0.05,23.8
2022-12-07,Singanallur,0.05,34.6
2022-12-07,Saravanampatti,0.05,32.5
2022-12-07,Race Course,0.07,17.8
2022-12-07,Ukkadam,0.33,22.9
2022-12-07,Town Hall,0.13,22.2
2022-12-07,Kuniyamuthur,0.05,33.8
2022-12-07,Sundarapuram,0.05,16.7
2022-12-07,Podanur,0.46,24.1
2022-12-07,Thudiyalur,0.05,29.7
2022-12-07,Vadakovai,0.05,30.2
2022-12-07,Ganapathy,0.05,27.1
2022-12-07,Kalapatti,0.05,34.6
2022-12-07,Kovaipudur,0.15,23.7
2022-12-07,Selvapuram,0.05,43.4
2022-12-07,Kurichi,0.05,27.5
2022-12-07,Vadavalli,0.05,13.3
2022-12-14,Gandhipuram,0.09,15.1
2022-12-14,RS Puram,0.26,15.4
2022-12-14,Saibaba Colony,0.14,23.0
2022-12-14,Peelamedu,0.05,13.1
2022-12-14,Singanallur,0.27,14.7
2022-12-14,Saravanampatti,0.05,21.8
2022-12-14,Race Course,0.05,18.9
2022-12-14,Ukkadam,0.33,24.5
2022-12-14,Town Hall,0.18,17.2
2022-12-14,Kuniyamuthur,0.26,14.7
2022-12-14,Sundarapuram,0.05,14.0
2022-12-14,Podanur,0.48,22.0
2022-12-14,Thudiyalur,0.43,13.2
2022-12-14,Vadakovai,0.09,12.0
2022-12-14,Ganapathy,0.05,17.7
2022-12-14,Kalapatti,0.05,12.3
2022-12-14,Kovaipudur,0.21,8.9
2022-12-14,Selvapuram,0.15,25.1
2022-12-14,Kurichi,0.45,16.0
2022-12-14,Vadavalli,0.06,10.7
2022-12-21,Gandhipuram,0.31,10.4
2022-12-21,RS Puram,0.05,29.3
2022-12-21,Saibaba Colony,0.05,22.6
2022-12-21,Peelamedu,0.05,19.4
2022-12-21,Singanallur,0.05,20.4
2022-12-21,Saravanampatti,0.05,33.6
2022-12-21,Race Course,0.05,26.9
2022-12-21,Ukkadam,0.15,22.8
2022-12-21,Town Hall,0.05,19.9
2022-12-21,Kuniyamuthur,0.32,10.9
2022-12-21,Sundarapuram,0.22,10.5
2022-12-21,Podanur,0.51,13.0
2022-12-21,Thudiyalur,0.42,12.9
2022-12-21,Vadakovai,0.05,22.4
2022-12-21,Ganapathy,0.1,18.2
2022-12-21,Kalapatti,0.05,13.3
2022-12-21,Kovaipudur,0.05,20.5
2022-12-21,Selvapuram,0.05,19.6
2022-12-21,Kurichi,0.33,15.9
2022-12-21,Vadavalli,0.05,18.3
2022-12-28,Gandhipuram,0.06,21.4
2022-12-28,RS Puram,0.23,26.7
2022-12-28,Saibaba Colony,0.05,21.9
2022-12-28,Peelamedu,0.06,18.8
2022-12-28,Singanallur,0.05,14.2
2022-12-28,Saravanampatti,0.05,15.7
2022-12-28,Race Course,0.05,11.0
2022-12-28,Ukkadam,0.15,26.7
2022-12-28,Town Hall,0.05,24.3
2022-12-28,Kuniyamuthur,0.05,22.9
2022-12-28,Sundarapuram,0.05,17.4
2022-12-28,Podanur,0.37,13.3
2022-12-28,Thudiyalur,0.71,7.8
2022-12-28,Vadakovai,0.05,19.5
2022-12-28,Ganapathy,0.05,19.1
2022-12-28,Kalapatti,0.05,23.6
2022-12-28,Kovaipudur,0.05,21.3
2022-12-28,Selvapuram,0.33,15.0
2022-12-28,Kurichi,0.17,21.1
2022-12-28,Vadavalli,0.05,24.3
2023-01-04,Gandhipuram,0.08,19.4
2023-01-04,RS Puram,0.14,16.6
2023-01-04,Saibaba Colony,0.05,21.9
2023-01-04,Peelamedu,0.38,10.7
2023-01-04,Singanallur,0.05,22.0
2023-01-04,Saravanampatti,0.18,16.3
2023-01-04,Race Course,0.05,17.8
2023-01-04,Ukkadam,0.75,12.3
2023-01-04,Town Hall,0.24,16.5
2023-01-04,Kuniyamuthur,0.05,24.2
2023-01-04,Sundarapuram,0.05,21.8
2023-01-04,Podanur,0.05,30.6
2023-01-04,Thudiyalur,0.6,16.2
2023-01-04,Vadakovai,0.05,12.3
2023-01-04,Ganapathy,0.05,27.1
2023-01-04,Kalapatti,0.05,23.2
2023-01-04,Kovaipudur,0.14,13.6
2023-01-04,Selvapuram,0.05,24.2
2023-01-04,Kurichi,0.06,16.8
