date,ward,cholera_cases,typhoid_cases,dysentery_cases,hepatitis_cases
08-06-2022,Peelamedu,12,6,10,7
08-06-2022,Singanallur,15,17,19,10
08-06-2022,Saravanampatti,29,26,28,14
08-06-2022,Race Course,19,10,14,10
08-06-2022,Ukkadam,17,12,11,8
08-06-2022,Town Hall,8,8,7,7
08-06-2022,Kuniyamuthur,9,15,22,7
08-06-2022,Sundarapuram,20,21,16,6
08-06-2022,Podanur,9,11,12,8
08-06-2022,Thudiyalur,17,15,16,4
08-06-2022,Vadakovai,23,13,18,13
08-06-2022,Ganapathy,27,17,25,14
08-06-2022,Kalapatti,41,27,22,13
08-06-2022,Kovaipudur,10,13,12,4
08-06-2022,Selvapuram,19,16,10,9
08-06-2022,Kurichi,15,6,16,12
08-06-2022,Vadavalli,29,19,20,13
15-06-2022,Gandhipuram,22,15,12,8
15-06-2022,RS Puram,11,7,20,3
15-06-2022,Saibaba Colony,8,14,11,7
15-06-2022,Peelamedu,13,14,16,3
15-06-2022,Singanallur,34,23,15,10
15-06-2022,Saravanampatti,40,24,28,11
15-06-2022,Race Course,26,16,19,7
15-06-2022,Ukkadam,8,16,12,2
15-06-2022,Town Hall,11,14,11,5
15-06-2022,Kuniyamuthur,11,9,7,5
15-06-2022,Sundarapuram,25,13,16,11
15-06-2022,Podanur,11,9,9,4
15-06-2022,Thudiyalur,15,7,17,12
15-06-2022,Vadakovai,19,14,11,12
15-06-2022,Ganapathy,27,16,27,9
15-06-2022,Kalapatti,30,34,42,13
15-06-2022,Kovaipudur,9,11,22,8
15-06-2022,Selvapuram,14,15,19,5
15-06-2022,Kurichi,15,10,11,4
15-06-2022,Vadavalli,15,16,22,11
22-06-2022,Gandhipuram,19,18,25,11
22-06-2022,RS Puram,10,6,8,2
22-06-2022,Saibaba Colony,23,15,17,13
22-06-2022,Peelamedu,15,12,13,9
22-06-2022,Singanallur,15,15,16,15
22-06-2022,Saravanampatti,32,28,27,9
22-06-2022,Race Course,17,16,23,13
22-06-2022,Ukkadam,13,13,10,2
22-06-2022,Town Hall,12,9,12,3
22-06-2022,Kuniyamuthur,15,7,18,8
22-06-2022,Sundarapuram,22,9,22,6
22-06-2022,Podanur,7,6,7,8
22-06-2022,Thudiyalur,15,15,15,3
22-06-2022,Vadakovai,15,13,16,8
22-06-2022,Ganapathy,37,19,18,7
22-06-2022,Kalapatti,36,29,40,21
22-06-2022,Kovaipudur,14,10,17,8
22-06-2022,Selvapuram,14,9,15,3
22-06-2022,Kurichi,14,13,17,7
22-06-2022,Vadavalli,34,16,29,13
29-06-2022,Gandhipuram,18,18,13,7
29-06-2022,RS Puram,13,5,9,4
29-06-2022,Saibaba Colony,24,19,27,3
29-06-2022,Peelamedu,13,10,10,9
29-06-2022,Singanallur,27,21,26,8
29-06-2022,Saravanampatti,35,22,28,17
29-06-2022,Race Course,13,10,18,6
29-06-2022,Ukkadam,20,5,8,6
29-06-2022,Town Hall,7,8,13,6
29-06-2022,Kuniyamuthur,15,9,13,5
29-06-2022,Sundarapuram,13,21,20,7
29-06-2022,Podanur,7,9,2,3
29-06-2022,Thudiyalur,16,13,10,12
29-06-2022,Vadakovai,15,15,15,7
29-06-2022,Ganapathy,34,19,22,7
29-06-2022,Kalapatti,28,29,32,14
29-06-2022,Kovaipudur,19,18,14,6
29-06-2022,Selvapuram,14,7,21,6
29-06-2022,Kurichi,16,9,5,4
29-06-2022,Vadavalli,29,23,19,12
06-07-2022,Gandhipuram,14,28,18,8
06-07-2022,RS Puram,14,12,9,6
06-07-2022,Saibaba Colony,19,25,17,12
06-07-2022,Peelamedu,23,26,17,7
06-07-2022,Singanallur,18,33,26,10
06-07-2022,Saravanampatti,23,47,38,22
06-07-2022,Race Course,21,18,23,9
06-07-2022,Ukkadam,17,15,14,7
06-07-2022,Town Hall,9,13,7,2
06-07-2022,Kuniyamuthur,8,18,14,2
06-07-2022,Sundarapuram,15,26,12,7
06-07-2022,Podanur,8,15,11,1
06-07-2022,Thudiyalur,16,25,9,12
06-07-2022,Vadakovai,14,20,23,14
06-07-2022,Ganapathy,27,32,27,19
06-07-2022,Kalapatti,35,65,29,28
06-07-2022,Kovaipudur,16,14,20,11
06-07-2022,Selvapuram,17,24,12,6
06-07-2022,Kurichi,11,19,23,10
06-07-2022,Vadavalli,28,34,29,7
13-07-2022,Gandhipuram,18,27,19,6
13-07-2022,RS Puram,12,14,6,2
13-07-2022,Saibaba Colony,13,14,19,12
13-07-2022,Peelamedu,9,12,14,4
13-07-2022,Singanallur,27,33,25,11
13-07-2022,Saravanampatti,33,39,31,13
13-07-2022,Race Course,21,28,11,11
13-07-2022,Ukkadam,17,29,11,7
13-07-2022,Town Hall,9,11,7,7
13-07-2022,Kuniyamuthur,16,17,16,8
13-07-2022,Sundarapuram,16,25,22,10
13-07-2022,Podanur,12,11,4,2
13-07-2022,Thudiyalur,18,16,11,6
13-07-2022,Vadakovai,29,21,11,7
13-07-2022,Ganapathy,24,34,26,2
13-07-2022,Kalapatti,29,47,28,14
13-07-2022,Kovaipudur,15,16,18,7
13-07-2022,Selvapuram,21,19,16,2
13-07-2022,Kurichi,12,21,15,5
13-07-2022,Vadavalli,19,23,23,11
20-07-2022,Gandhipuram,24,29,12,6
20-07-2022,RS Puram,5,11,11,5
20-07-2022,Saibaba Colony,13,20,19,11
20-07-2022,Peelamedu,11,20,18,12
20-07-2022,Singanallur,19,32,32,9
20-07-2022,Saravanampatti,34,43,31,17
20-07-2022,Race Course,29,27,20,9
20-07-2022,Ukkadam,10,7,13,4
20-07-2022,Town Hall,11,4,10,3
20-07-2022,Kuniyamuthur,18,19,17,6
20-07-2022,Sundarapuram,20,22,18,5
20-07-2022,Podanur,11,5,13,5
20-07-2022,Thudiyalur,17,20,20,5
20-07-2022,Vadakovai,17,19,13,11
20-07-2022,Ganapathy,11,37,23,14
20-07-2022,Kalapatti,36,42,31,13
20-07-2022,Kovaipudur,20,16,14,5
20-07-2022,Selvapuram,18,24,10,4
20-07-2022,Kurichi,16,15,22,10
20-07-2022,Vadavalli,18,22,23,11
27-07-2022,Gandhipuram,12,19,15,5
27-07-2022,RS Puram,7,16,15,4
27-07-2022,Saibaba Colony,16,18,22,11
27-07-2022,Peelamedu,12,17,17,7
27-07-2022,Singanallur,23,29,30,17
27-07-2022,Saravanampatti,29,41,37,23
27-07-2022,Race Course,16,25,16,11
27-07-2022,Ukkadam,11,14,12,5
27-07-2022,Town Hall,4,7,7,5
27-07-2022,Kuniyamuthur,14,23,14,9
27-07-2022,Sundarapuram,26,27,18,9
27-07-2022,Podanur,6,12,6,3
27-07-2022,Thudiyalur,15,16,22,9
27-07-2022,Vadakovai,26,24,16,6
27-07-2022,Ganapathy,29,27,18,15
27-07-2022,Kalapatti,30,39,37,21
27-07-2022,Kovaipudur,21,18,10,9
27-07-2022,Selvapuram,16,13,12,10
27-07-2022,Kurichi,13,23,22,8
27-07-2022,Vadavalli,36,25,17,11
03-08-2022,Gandhipuram,22,25,25,6
03-08-2022,RS Puram,10,6,14,6
03-08-2022,Saibaba Colony,23,24,14,11
03-08-2022,Peelamedu,11,20,20,8
03-08-2022,Singanallur,21,29,22,16
03-08-2022,Saravanampatti,23,42,30,13
03-08-2022,Race Course,20,22,15,4
03-08-2022,Ukkadam,23,23,7,11
03-08-2022,Town Hall,10,17,12,7
03-08-2022,Kuniyamuthur,21,25,16,11
03-08-2022,Sundarapuram,23,15,18,11
03-08-2022,Podanur,9,14,9,10
03-08-2022,Thudiyalur,23,20,17,7
03-08-2022,Vadakovai,15,27,15,16
03-08-2022,Ganapathy,24,31,21,17
03-08-2022,Kalapatti,39,55,33,30
03-08-2022,Kovaipudur,14,10,16,12
03-08-2022,Selvapuram,10,15,17,13
03-08-2022,Kurichi,17,21,10,21
03-08-2022,Vadavalli,24,28,23,19
10-08-2022,Gandhipuram,15,23,11,19
10-08-2022,RS Puram,13,16,12,9
10-08-2022,Saibaba Colony,16,27,21,11
10-08-2022,Peelamedu,15,14,10,9
10-08-2022,Singanallur,24,25,13,21
10-08-2022,Saravanampatti,44,44,35,17
10-08-2022,Race Course,25,21,13,12
10-08-2022,Ukkadam,14,28,13,14
10-08-2022,Town Hall,12,12,7,11
10-08-2022,Kuniyamuthur,22,23,17,11
10-08-2022,Sundarapuram,16,31,22,10
10-08-2022,Podanur,10,10,10,3
10-08-2022,Thudiyalur,18,20,15,9
10-08-2022,Vadakovai,18,18,14,13
10-08-2022,Ganapathy,23,38,23,17
10-08-2022,Kalapatti,40,46,20,26
10-08-2022,Kovaipudur,19,16,22,12
10-08-2022,Selvapuram,12,17,10,9
10-08-2022,Kurichi,22,28,22,9
10-08-2022,Vadavalli,34,35,27,19
17-08-2022,Gandhipuram,26,26,18,9
17-08-2022,RS Puram,10,12,14,6
17-08-2022,Saibaba Colony,12,26,19,7
17-08-2022,Peelamedu,22,13,8,14
17-08-2022,Singanallur,31,27,19,20
17-08-2022,Saravanampatti,35,47,26,20
17-08-2022,Race Course,18,21,19,10
17-08-2022,Ukkadam,9,19,9,7
17-08-2022,Town Hall,12,20,14,4
17-08-2022,Kuniyamuthur,22,19,15,9
17-08-2022,Sundarapuram,12,25,17,19
17-08-2022,Podanur,8,16,7,8
17-08-2022,Thudiyalur,11,25,18,9
17-08-2022,Vadakovai,17,26,14,14
17-08-2022,Ganapathy,30,27,21,16
17-08-2022,Kalapatti,28,39,25,17
17-08-2022,Kovaipudur,18,20,15,14
17-08-2022,Selvapuram,11,22,14,10
17-08-2022,Kurichi,17,20,10,8
17-08-2022,Vadavalli,30,25,17,14
24-08-2022,Gandhipuram,28,23,18,14
24-08-2022,RS Puram,12,19,11,3
24-08-2022,Saibaba Colony,25,28,11,11
24-08-2022,Peelamedu,14,19,14,6
24-08-2022,Singanallur,21,28,25,19
24-08-2022,Saravanampatti,26,26,24,19
24-08-2022,Race Course,21,25,22,19
24-08-2022,Ukkadam,10,21,9,9
24-08-2022,Town Hall,14,14,14,8
24-08-2022,Kuniyamuthur,3,17,13,12
24-08-2022,Sundarapuram,17,25,11,9
24-08-2022,Podanur,8,4,5,4
24-08-2022,Thudiyalur,19,16,18,13
24-08-2022,Vadakovai,19,22,16,24
24-08-2022,Ganapathy,19,36,29,16
24-08-2022,Kalapatti,31,35,31,21
24-08-2022,Kovaipudur,19,11,24,11
24-08-2022,Selvapuram,16,13,19,9
24-08-2022,Kurichi,11,23,24,7
24-08-2022,Vadavalli,27,45,17,26
31-08-2022,Gandhipuram,20,22,22,8
31-08-2022,RS Puram,11,13,12,12
31-08-2022,Saibaba Colony,14,22,17,12
31-08-2022,Peelamedu,12,11,16,9
31-08-2022,Singanallur,27,34,26,11
31-08-2022,Saravanampatti,31,36,30,19
31-08-2022,Race Course,16,22,16,7
31-08-2022,Ukkadam,13,19,11,8
31-08-2022,Town Hall,14,12,13,10
31-08-2022,Kuniyamuthur,9,21,15,17
31-08-2022,Sundarapuram,17,24,18,9
31-08-2022,Podanur,5,7,5,4
31-08-2022,Thudiyalur,13,14,9,13
31-08-2022,Vadakovai,25,20,22,19
31-08-2022,Ganapathy,23,28,19,15
31-08-2022,Kalapatti,38,36,32,22
31-08-2022,Kovaipudur,13,32,20,12
31-08-2022,Selvapuram,9,14,17,10
31-08-2022,Kurichi,16,12,24,16
31-08-2022,Vadavalli,17,31,26,10
07-09-2022,Gandhipuram,23,12,14,15
07-09-2022,RS Puram,20,18,7,10
07-09-2022,Saibaba Colony,20,17,10,23
07-09-2022,Peelamedu,19,20,6,9
07-09-2022,Singanallur,22,26,12,13
07-09-2022,Saravanampatti,35,33,16,23
07-09-2022,Race Course,18,16,11,14
07-09-2022,Ukkadam,17,11,8,11
07-09-2022,Town Hall,5,15,6,7
07-09-2022,Kuniyamuthur,14,18,10,11
07-09-2022,Sundarapuram,15,17,12,12
07-09-2022,Podanur,6,8,5,4
07-09-2022,Thudiyalur,18,19,5,8
07-09-2022,Vadakovai,24,8,14,14
07-09-2022,Ganapathy,27,36,13,11
07-09-2022,Kalapatti,30,54,20,22
07-09-2022,Kovaipudur,18,25,8,11
07-09-2022,Selvapuram,14,16,10,12
07-09-2022,Kurichi,14,14,9,10
07-09-2022,Vadavalli,21,20,19,32
14-09-2022,Gandhipuram,27,20,20,9
14-09-2022,RS Puram,8,16,5,9
14-09-2022,Saibaba Colony,12,20,12,10
14-09-2022,Peelamedu,21,20,13,12
14-09-2022,Singanallur,24,27,13,14
14-09-2022,Saravanampatti,32,36,22,23
14-09-2022,Race Course,20,23,9,10
14-09-2022,Ukkadam,16,17,8,15
14-09-2022,Town Hall,20,15,7,7
14-09-2022,Kuniyamuthur,8,15,12,10
14-09-2022,Sundarapuram,15,29,9,14
14-09-2022,Podanur,8,8,1,3
14-09-2022,Thudiyalur,17,21,10,20
14-09-2022,Vadakovai,16,33,17,13
14-09-2022,Ganapathy,26,33,17,17
14-09-2022,Kalapatti,30,40,25,21
14-09-2022,Kovaipudur,14,24,9,11
14-09-2022,Selvapuram,16,20,9,12
14-09-2022,Kurichi,14,10,14,6
14-09-2022,Vadavalli,34,35,17,21
21-09-2022,Gandhipuram,20,22,14,17
21-09-2022,RS Puram,6,15,8,6
21-09-2022,Saibaba Colony,16,20,17,11
21-09-2022,Peelamedu,21,16,8,11
21-09-2022,Singanallur,26,36,14,15
21-09-2022,Saravanampatti,26,43,18,24
21-09-2022,Race Course,22,20,11,14
21-09-2022,Ukkadam,14,21,10,10
21-09-2022,Town Hall,12,15,8,11
21-09-2022,Kuniyamuthur,15,14,14,7
21-09-2022,Sundarapuram,17,18,10,8
21-09-2022,Podanur,4,11,11,5
21-09-2022,Thudiyalur,14,16,7,9
21-09-2022,Vadakovai,15,29,8,15
21-09-2022,Ganapathy,18,31,8,17
21-09-2022,Kalapatti,39,42,11,23
21-09-2022,Kovaipudur,16,23,10,18
21-09-2022,Selvapuram,12,15,14,7
21-09-2022,Kurichi,13,8,8,11
21-09-2022,Vadavalli,18,26,12,15
28-09-2022,Gandhipuram,24,30,7,8
28-09-2022,RS Puram,9,17,13,9
28-09-2022,Saibaba Colony,13,23,6,13
28-09-2022,Peelamedu,24,22,6,13
28-09-2022,Singanallur,20,21,13,16
28-09-2022,Saravanampatti,32,35,22,18
28-09-2022,Race Course,14,14,14,10
28-09-2022,Ukkadam,15,20,5,10
28-09-2022,Town Hall,16,11,4,7
28-09-2022,Kuniyamuthur,10,20,10,7
28-09-2022,Sundarapuram,19,18,10,17
28-09-2022,Podanur,2,9,11,5
28-09-2022,Thudiyalur,15,20,6,13
28-09-2022,Vadakovai,17,18,15,16
28-09-2022,Ganapathy,27,33,20,25
28-09-2022,Kalapatti,35,44,28,33
28-09-2022,Kovaipudur,8,19,7,10
28-09-2022,Selvapuram,16,17,9,10
28-09-2022,Kurichi,15,18,8,7
28-09-2022,Vadavalli,23,32,9,16
05-10-2022,Gandhipuram,11,18,18,9
05-10-2022,RS Puram,7,13,6,5
05-10-2022,Saibaba Colony,8,20,15,8
05-10-2022,Peelamedu,9,15,6,7
05-10-2022,Singanallur,17,33,16,13
05-10-2022,Saravanampatti,21,38,18,21
05-10-2022,Race Course,5,15,14,8
05-10-2022,Ukkadam,6,17,10,9
05-10-2022,Town Hall,3,16,5,9
05-10-2022,Kuniyamuthur,7,17,8,10
05-10-2022,Sundarapuram,9,22,13,12
05-10-2022,Podanur,4,17,3,3
05-10-2022,Thudiyalur,15,11,4,10
05-10-2022,Vadakovai,12,15,8,14
05-10-2022,Ganapathy,13,29,6,18
05-10-2022,Kalapatti,21,45,27,25
05-10-2022,Kovaipudur,5,20,8,16
05-10-2022,Selvapuram,10,12,11,5
05-10-2022,Kurichi,11,24,11,9
05-10-2022,Vadavalli,12,31,9,16
12-10-2022,Gandhipuram,12,20,4,18
12-10-2022,RS Puram,2,12,12,10
12-10-2022,Saibaba Colony,8,27,6,16
12-10-2022,Peelamedu,9,19,10,10
12-10-2022,Singanallur,17,31,16,16
12-10-2022,Saravanampatti,23,40,10,27
12-10-2022,Race Course,12,20,19,18
12-10-2022,Ukkadam,14,19,9,16
12-10-2022,Town Hall,8,11,10,6
12-10-2022,Kuniyamuthur,11,22,7,10
12-10-2022,Sundarapuram,8,19,10,14
12-10-2022,Podanur,6,10,5,2
12-10-2022,Thudiyalur,11,20,13,12
12-10-2022,Vadakovai,12,22,13,12
12-10-2022,Ganapathy,15,37,16,10
12-10-2022,Kalapatti,17,37,22,21
12-10-2022,Kovaipudur,12,18,12,18
12-10-2022,Selvapuram,8,18,9,6
12-10-2022,Kurichi,10,16,11,12
12-10-2022,Vadavalli,14,29,16,14
19-10-2022,Gandhipuram,15,28,10,22
19-10-2022,RS Puram,8,24,5,10
19-10-2022,Saibaba Colony,10,25,9,13
19-10-2022,Peelamedu,9,19,11,8
19-10-2022,Singanallur,16,28,9,14
19-10-2022,Saravanampatti,18,38,21,21
19-10-2022,Race Course,17,29,12,16
19-10-2022,Ukkadam,12,8,12,6
19-10-2022,Town Hall,8,9,9,7
19-10-2022,Kuniyamuthur,10,17,7,11
19-10-2022,Sundarapuram,13,21,14,14
19-10-2022,Podanur,6,12,5,3
19-10-2022,Thudiyalur,7,18,12,11
19-10-2022,Vadakovai,11,18,17,8
19-10-2022,Ganapathy,20,37,14,16
19-10-2022,Kalapatti,17,34,21,14
19-10-2022,Kovaipudur,7,15,11,5
19-10-2022,Selvapuram,9,24,14,7
19-10-2022,Kurichi,9,19,8,12
19-10-2022,Vadavalli,12,25,13,18
26-10-2022,Gandhipuram,15,19,16,14
26-10-2022,RS Puram,6,12,8,7
26-10-2022,Saibaba Colony,6,18,9,17
26-10-2022,Peelamedu,13,15,4,8
26-10-2022,Singanallur,11,24,18,19
26-10-2022,Saravanampatti,14,43,19,19
26-10-2022,Race Course,9,23,18,12
26-10-2022,Ukkadam,7,18,6,12
26-10-2022,Town Hall,6,8,8,3
26-10-2022,Kuniyamuthur,10,22,6,11
26-10-2022,Sundarapuram,16,30,12,12
26-10-2022,Podanur,5,15,2,3
26-10-2022,Thudiyalur,3,20,10,7
26-10-2022,Vadakovai,10,24,13,5
26-10-2022,Ganapathy,22,29,19,15
26-10-2022,Kalapatti,25,51,24,20
26-10-2022,Kovaipudur,16,28,13,10
26-10-2022,Selvapuram,14,12,11,10
26-10-2022,Kurichi,10,18,5,7
26-10-2022,Vadavalli,16,19,21,21
02-11-2022,Gandhipuram,15,11,17,11
02-11-2022,RS Puram,3,11,7,7
02-11-2022,Saibaba Colony,10,13,14,12
02-11-2022,Peelamedu,4,10,8,10
02-11-2022,Singanallur,11,28,15,17
02-11-2022,Saravanampatti,22,21,18,27
02-11-2022,Race Course,20,15,10,16
02-11-2022,Ukkadam,9,16,8,7
02-11-2022,Town Hall,4,8,11,7
02-11-2022,Kuniyamuthur,5,13,5,18
02-11-2022,Sundarapuram,12,13,8,23
02-11-2022,Podanur,6,1,9,8
02-11-2022,Thudiyalur,10,10,5,8
02-11-2022,Vadakovai,8,11,8,12
02-11-2022,Ganapathy,17,23,17,17
02-11-2022,Kalapatti,23,22,31,22
02-11-2022,Kovaipudur,14,16,11,12
02-11-2022,Selvapuram,6,14,9,10
02-11-2022,Kurichi,10,9,6,7
02-11-2022,Vadavalli,16,13,14,20
09-11-2022,Gandhipuram,10,10,4,10
09-11-2022,RS Puram,10,9,8,5
09-11-2022,Saibaba Colony,11,16,9,12
09-11-2022,Peelamedu,12,14,8,9
09-11-2022,Singanallur,25,20,12,10
09-11-2022,Saravanampatti,28,27,24,25
09-11-2022,Race Course,13,7,12,10
09-11-2022,Ukkadam,8,20,9,12
09-11-2022,Town Hall,4,7,3,10
09-11-2022,Kuniyamuthur,13,13,8,16
09-11-2022,Sundarapuram,8,16,9,12
09-11-2022,Podanur,7,4,3,2
09-11-2022,Thudiyalur,6,18,9,6
09-11-2022,Vadakovai,9,10,9,13
09-11-2022,Ganapathy,20,12,11,27
09-11-2022,Kalapatti,24,22,21,17
09-11-2022,Kovaipudur,5,9,10,8
09-11-2022,Selvapuram,5,14,14,8
09-11-2022,Kurichi,11,9,12,6
09-11-2022,Vadavalli,16,24,19,13
16-11-2022,Gandhipuram,18,14,13,14
16-11-2022,RS Puram,7,7,6,5
16-11-2022,Saibaba Colony,12,20,8,14
16-11-2022,Peelamedu,9,9,8,6
16-11-2022,Singanallur,13,21,8,23
16-11-2022,Saravanampatti,26,34,21,23
16-11-2022,Race Course,13,19,6,17
16-11-2022,Ukkadam,12,17,6,6
16-11-2022,Town Hall,9,11,10,11
16-11-2022,Kuniyamuthur,9,12,7,9
16-11-2022,Sundarapuram,13,15,7,12
16-11-2022,Podanur,7,4,7,8
16-11-2022,Thudiyalur,11,14,15,12
16-11-2022,Vadakovai,15,15,10,13
16-11-2022,Ganapathy,23,23,17,17
16-11-2022,Kalapatti,20,31,27,21
16-11-2022,Kovaipudur,20,16,11,11
16-11-2022,Selvapuram,12,12,7,5
16-11-2022,Kurichi,10,6,11,15
16-11-2022,Vadavalli,11,17,15,19
23-11-2022,Gandhipuram,13,20,14,15
23-11-2022,RS Puram,7,7,10,7
23-11-2022,Saibaba Colony,22,15,11,9
23-11-2022,Peelamedu,8,7,9,8
23-11-2022,Singanallur,11,19,13,15
23-11-2022,Saravanampatti,21,33,16,18
23-11-2022,Race Course,14,14,13,19
23-11-2022,Ukkadam,8,10,12,18
23-11-2022,Town Hall,6,11,7,3
23-11-2022,Kuniyamuthur,11,12,10,10
23-11-2022,Sundarapuram,10,18,9,19
23-11-2022,Podanur,6,5,5,8
23-11-2022,Thudiyalur,3,9,9,13
23-11-2022,Vadakovai,12,16,17,13
23-11-2022,Ganapathy,16,17,14,27
23-11-2022,Kalapatti,19,34,26,31
23-11-2022,Kovaipudur,14,15,10,9
23-11-2022,Selvapuram,5,7,6,8
23-11-2022,Kurichi,15,9,10,11
23-11-2022,Vadavalli,12,20,14,13
30-11-2022,Gandhipuram,9,11,10,6
30-11-2022,RS Puram,5,12,15,3
30-11-2022,Saibaba Colony,15,12,6,10
30-11-2022,Peelamedu,10,15,7,7
30-11-2022,Singanallur,13,22,18,14
30-11-2022,Saravanampatti,20,29,17,24
30-11-2022,Race Course,15,23,10,14
30-11-2022,Ukkadam,7,7,13,12
30-11-2022,Town Hall,6,9,5,8
30-11-2022,Kuniyamuthur,5,11,12,12
30-11-2022,Sundarapuram,15,17,13,13
30-11-2022,Podanur,5,9,9,4
30-11-2022,Thudiyalur,9,18,6,9
30-11-2022,Vadakovai,13,15,16,19
30-11-2022,Ganapathy,13,23,20,20
30-11-2022,Kalapatti,23,22,20,22
30-11-2022,Kovaipudur,9,12,7,11
30-11-2022,Selvapuram,9,12,7,9
30-11-2022,Kurichi,14,5,13,8
30-11-2022,Vadavalli,19,17,16,14
07-12-2022,Gandhipuram,8,12,8,10
07-12-2022,RS Puram,2,7,6,7
07-12-2022,Saibaba Colony,6,8,7,11
07-12-2022,Peelamedu,9,17,13,4
07-12-2022,Singanallur,6,22,4,11
07-12-2022,Saravanampatti,22,25,26,13
07-12-2022,Race Course,12,11,13,10
07-12-2022,Ukkadam,6,9,6,1
07-12-2022,Town Hall,12,6,8,6
07-12-2022,Kuniyamuthur,10,11,6,16
07-12-2022,Sundarapuram,8,13,9,9
07-12-2022,Podanur,3,4,4,1
07-12-2022,Thudiyalur,7,6,12,5
07-12-2022,Vadakovai,19,12,16,11
07-12-2022,Ganapathy,12,19,10,12
07-12-2022,Kalapatti,26,28,19,14
07-12-2022,Kovaipudur,10,10,7,6
07-12-2022,Selvapuram,10,11,5,4
07-12-2022,Kurichi,7,15,9,11
07-12-2022,Vadavalli,7,13,18,14
14-12-2022,Gandhipuram,14,17,11,7
14-12-2022,RS Puram,4,9,4,12
14-12-2022,Saibaba Colony,9,18,16,8
14-12-2022,Peelamedu,11,17,5,3
14-12-2022,Singanallur,6,10,4,11
14-12-2022,Saravanampatti,28,35,22,11
14-12-2022,Race Course,11,16,16,6
14-12-2022,Ukkadam,8,8,7,4
14-12-2022,Town Hall,5,13,6,7
14-12-2022,Kuniyamuthur,11,7,9,2
14-12-2022,Sundarapuram,16,11,16,7
14-12-2022,Podanur,5,4,6,2
14-12-2022,Thudiyalur,7,9,3,5
14-12-2022,Vadakovai,13,11,8,6
14-12-2022,Ganapathy,14,25,19,12
14-12-2022,Kalapatti,22,19,14,15
14-12-2022,Kovaipudur,9,7,6,5
14-12-2022,Selvapuram,13,10,11,1
14-12-2022,Kurichi,7,12,11,5
14-12-2022,Vadavalli,11,11,15,4
21-12-2022,Gandhipuram,8,9,8,2
21-12-2022,RS Puram,4,10,8,6
21-12-2022,Saibaba Colony,19,16,12,6
21-12-2022,Peelamedu,12,6,9,3
21-12-2022,Singanallur,13,14,12,8
21-12-2022,Saravanampatti,30,25,17,18
21-12-2022,Race Course,19,18,13,6
21-12-2022,Ukkadam,13,11,5,5
21-12-2022,Town Hall,6,12,4,7
21-12-2022,Kuniyamuthur,9,8,9,5
21-12-2022,Sundarapuram,11,8,11,7
21-12-2022,Podanur,3,4,1,3
21-12-2022,Thudiyalur,8,5,6,1
21-12-2022,Vadakovai,15,19,7,9
21-12-2022,Ganapathy,15,15,18,8
21-12-2022,Kalapatti,15,30,23,18
21-12-2022,Kovaipudur,13,9,9,2
21-12-2022,Selvapuram,12,11,4,6
21-12-2022,Kurichi,8,7,3,11
21-12-2022,Vadavalli,13,19,20,8
28-12-2022,Gandhipuram,16,16,10,16
28-12-2022,RS Puram,5,6,7,5
28-12-2022,Saibaba Colony,9,14,13,10
28-12-2022,Peelamedu,7,12,5,9
28-12-2022,Singanallur,5,16,16,13
28-12-2022,Saravanampatti,18,28,15,11
28-12-2022,Race Course,7,12,12,4
28-12-2022,Ukkadam,5,6,14,4
28-12-2022,Town Hall,9,7,6,5
28-12-2022,Kuniyamuthur,9,11,13,9
28-12-2022,Sundarapuram,18,12,13,3
28-12-2022,Podanur,2,4,3,2
28-12-2022,Thudiyalur,4,8,1,3
28-12-2022,Vadakovai,12,7,13,12
28-12-2022,Ganapathy,22,18,10,16
28-12-2022,Kalapatti,31,30,17,13
28-12-2022,Kovaipudur,8,15,8,4
28-12-2022,Selvapuram,5,5,7,2
28-12-2022,Kurichi,11,8,7,12
28-12-2022,Vadavalli,22,18,7,8
04-01-2023,Gandhipuram,16,15,15,5
04-01-2023,RS Puram,8,8,9,8
04-01-2023,Saibaba Colony,9,10,8,4
04-01-2023,Peelamedu,8,8,6,2
04-01-2023,Singanallur,13,20,19,21
04-01-2023,Saravanampatti,16,21,22,15
04-01-2023,Race Course,10,14,9,6
04-01-2023,Ukkadam,7,5,5,3
04-01-2023,Town Hall,6,6,5,4
04-01-2023,Kuniyamuthur,9,10,12,8
04-01-2023,Sundarapuram,12,10,8,11
04-01-2023,Podanur,3,7,5,3
04-01-2023,Thudiyalur,4,11,4,5
04-01-2023,Vadakovai,18,11,15,10
04-01-2023,Ganapathy,12,33,12,12
04-01-2023,Kalapatti,17,36,19,19
04-01-2023,Kovaipudur,13,9,8,9
04-01-2023,Selvapuram,9,9,5,6
04-01-2023,Kurichi,6,8,9,11
04-01-2023,Vadavalli,15,17,15,11
11-01-2023,Gandhipuram,18,18,14,9
11-01-2023,RS Puram,2,3,2,4
11-01-2023,Saibaba Colony,8,18,10,9
11-01-2023,Peelamedu,11,9,4,4
11-01-2023,Singanallur,14,19,17,6
11-01-2023,Saravanampatti,20,24,23,13
11-01-2023,Race Course,9,6,8,11
11-01-2023,Ukkadam,9,11,8,5
11-01-2023,Town Hall,7,15,4,4
11-01-2023,Kuniyamuthur,9,17,12,4
11-01-2023,Sundarapuram,11,9,13,7
11-01-2023,Podanur,4,4,7,3
11-01-2023,Thudiyalur,11,8,10,2
11-01-2023,Vadakovai,13,13,9,3
