date,ward,rainfall_mm
2020-02-08,Thudiyalur,2.1
2020-02-08,Vadakovai,2.8
2020-02-08,Ganapathy,0.1
2020-02-08,Kalapatti,6.2
2020-02-08,Kovaipudur,8.1
2020-02-08,Selvapuram,2.5
2020-02-08,Kurichi,3.6
2020-02-08,Vadavalli,7.7
2020-02-09,Gandhipuram,3.7
2020-02-09,RS Puram,0.5
2020-02-09,Saibaba Colony,2.6
2020-02-09,Peelamedu,2.8
2020-02-09,Singanallur,1.7
2020-02-09,Saravanampatti,4.0
2020-02-09,Race Course,8.2
2020-02-09,Ukkadam,7.8
2020-02-09,Town Hall,1.8
2020-02-09,Kuniyamuthur,0.4
2020-02-09,Sundarapuram,12.6
2020-02-09,Podanur,5.5
2020-02-09,Thudiyalur,0.4
2020-02-09,Vadakovai,7.6
2020-02-09,Ganapathy,6.1
2020-02-09,Kalapatti,2.2
2020-02-09,Kovaipudur,2.7
2020-02-09,Selvapuram,1.5
2020-02-09,Kurichi,0.2
2020-02-09,Vadavalli,1.2
2020-02-10,Gandhipuram,4.9
2020-02-10,RS Puram,0.0
2020-02-10,Saibaba Colony,1.2
2020-02-10,Peelamedu,1.5
2020-02-10,Singanallur,2.3
2020-02-10,Saravanampatti,7.6
2020-02-10,Race Course,1.3
2020-02-10,Ukkadam,1.3
2020-02-10,Town Hall,4.0
2020-02-10,Kuniyamuthur,1.8
2020-02-10,Sundarapuram,0.8
2020-02-10,Podanur,1.8
2020-02-10,Thudiyalur,0.5
2020-02-10,Vadakovai,0.6
2020-02-10,Ganapathy,2.1
2020-02-10,Kalapatti,1.6
2020-02-10,Kovaipudur,7.4
2020-02-10,Selvapuram,1.4
2020-02-10,Kurichi,2.6
2020-02-10,Vadavalli,3.0
2020-02-11,Gandhipuram,0.0
2020-02-11,RS Puram,3.3
2020-02-11,Saibaba Colony,0.6
2020-02-11,Peelamedu,9.7
2020-02-11,Singanallur,0.5
2020-02-11,Saravanampatti,1.6
2020-02-11,Race Course,0.3
2020-02-11,Ukkadam,17.3
2020-02-11,Town Hall,2.1
2020-02-11,Kuniyamuthur,2.7
2020-02-11,Sundarapuram,0.2
2020-02-11,Podanur,4.2
2020-02-11,Thudiyalur,0.7
2020-02-11,Vadakovai,6.8
2020-02-11,Ganapathy,0.7
2020-02-11,Kalapatti,0.6
2020-02-11,Kovaipudur,0.1
2020-02-11,Selvapuram,1.9
2020-02-11,Kurichi,2.5
2020-02-11,Vadavalli,0.2
2020-02-12,Gandhipuram,4.5
2020-02-12,RS Puram,1.8
2020-02-12,Saibaba Colony,2.2
2020-02-12,Peelamedu,1.7
2020-02-12,Singanallur,1.5
2020-02-12,Saravanampatti,2.5
2020-02-12,Race Course,0.5
2020-02-12,Ukkadam,0.6
2020-02-12,Town Hall,5.9
2020-02-12,Kuniyamuthur,8.8
2020-02-12,Sundarapuram,1.4
2020-02-12,Podanur,0.9
2020-02-12,Thudiyalur,3.1
2020-02-12,Vadakovai,1.6
2020-02-12,Ganapathy,0.1
2020-02-12,Kalapatti,0.5
2020-02-12,Kovaipudur,3.8
2020-02-12,Selvapuram,3.2
2020-02-12,Kurichi,0.1
2020-02-12,Vadavalli,0.8
2020-02-13,Gandhipuram,0.8
2020-02-13,RS Puram,3.3
2020-02-13,Saibaba Colony,0.1
2020-02-13,Peelamedu,0.3
2020-02-13,Singanallur,4.8
2020-02-13,Saravanampatti,0.6
2020-02-13,Race Course,3.2
2020-02-13,Ukkadam,0.8
2020-02-13,Town Hall,0.3
2020-02-13,Kuniyamuthur,0.8
2020-02-13,Sundarapuram,3.8
2020-02-13,Podanur,5.8
2020-02-13,Thudiyalur,5.3
2020-02-13,Vadakovai,1.5
2020-02-13,Ganapathy,3.3
2020-02-13,Kalapatti,0.7
2020-02-13,Kovaipudur,1.0
2020-02-13,Selvapuram,6.8
2020-02-13,Kurichi,0.0
2020-02-13,Vadavalli,0.3
2020-02-14,Gandhipuram,0.7
2020-02-14,RS Puram,0.1
2020-02-14,Saibaba Colony,0.6
2020-02-14,Peelamedu,2.6
2020-02-14,Singanallur,1.6
2020-02-14,Saravanampatti,6.7
2020-02-14,Race Course,5.1
2020-02-14,Ukkadam,1.3
2020-02-14,Town Hall,0.9
2020-02-14,Kuniyamuthur,1.4
2020-02-14,Sundarapuram,2.7
2020-02-14,Podanur,0.9
2020-02-14,Thudiyalur,2.9
2020-02-14,Vadakovai,1.6
2020-02-14,Ganapathy,2.4
2020-02-14,Kalapatti,1.7
2020-02-14,Kovaipudur,1.0
2020-02-14,Selvapuram,8.9
2020-02-14,Kurichi,4.3
2020-02-14,Vadavalli,0.5
2020-02-15,Gandhipuram,6.1
2020-02-15,RS Puram,2.0
2020-02-15,Saibaba Colony,6.7
2020-02-15,Peelamedu,4.8
2020-02-15,Singanallur,1.7
2020-02-15,Saravanampatti,0.1
2020-02-15,Race Course,0.9
2020-02-15,Ukkadam,2.3
2020-02-15,Town Hall,3.0
2020-02-15,Kuniyamuthur,0.9
2020-02-15,Sundarapuram,0.5
2020-02-15,Podanur,5.4
2020-02-15,Thudiyalur,12.5
2020-02-15,Vadakovai,2.2
2020-02-15,Ganapathy,0.6
2020-02-15,Kalapatti,1.0
2020-02-15,Kovaipudur,0.1
2020-02-15,Selvapuram,7.4
2020-02-15,Kurichi,0.4
2020-02-15,Vadavalli,2.6
2020-02-16,Gandhipuram,1.0
2020-02-16,RS Puram,2.4
2020-02-16,Saibaba Colony,3.2
2020-02-16,Peelamedu,5.3
2020-02-16,Singanallur,0.7
2020-02-16,Saravanampatti,0.0
2020-02-16,Race Course,0.4
2020-02-16,Ukkadam,6.9
2020-02-16,Town Hall,6.2
2020-02-16,Kuniyamuthur,2.7
2020-02-16,Sundarapuram,2.8
2020-02-16,Podanur,3.3
2020-02-16,Thudiyalur,0.6
2020-02-16,Vadakovai,7.4
2020-02-16,Ganapathy,1.6
2020-02-16,Kalapatti,1.4
2020-02-16,Kovaipudur,2.2
2020-02-16,Selvapuram,0.1
2020-02-16,Kurichi,0.5
2020-02-16,Vadavalli,4.0
2020-02-17,Gandhipuram,0.3
2020-02-17,RS Puram,2.8
2020-02-17,Saibaba Colony,0.8
2020-02-17,Peelamedu,1.5
2020-02-17,Singanallur,1.0
2020-02-17,Saravanampatti,1.3
2020-02-17,Race Course,3.8
2020-02-17,Ukkadam,1.1
2020-02-17,Town Hall,2.5
2020-02-17,Kuniyamuthur,1.9
2020-02-17,Sundarapuram,3.3
2020-02-17,Podanur,8.3
2020-02-17,Thudiyalur,4.0
2020-02-17,Vadakovai,0.7
2020-02-17,Ganapathy,0.1
2020-02-17,Kalapatti,0.9
2020-02-17,Kovaipudur,2.7
2020-02-17,Selvapuram,0.2
2020-02-17,Kurichi,2.1
2020-02-17,Vadavalli,2.7
2020-02-18,Gandhipuram,1.2
2020-02-18,RS Puram,4.4
2020-02-18,Saibaba Colony,0.3
2020-02-18,Peelamedu,0.2
2020-02-18,Singanallur,3.9
2020-02-18,Saravanampatti,2.1
2020-02-18,Race Course,3.5
2020-02-18,Ukkadam,1.7
2020-02-18,Town Hall,0.8
2020-02-18,Kuniyamuthur,5.1
2020-02-18,Sundarapuram,4.8
2020-02-18,Podanur,3.6
2020-02-18,Thudiyalur,1.0
2020-02-18,Vadakovai,2.7
2020-02-18,Ganapathy,1.3
2020-02-18,Kalapatti,0.3
2020-02-18,Kovaipudur,7.5
2020-02-18,Selvapuram,0.4
2020-02-18,Kurichi,9.0
2020-02-18,Vadavalli,1.8
2020-02-19,Gandhipuram,0.6
2020-02-19,RS Puram,2.3
2020-02-19,Saibaba Colony,6.2
2020-02-19,Peelamedu,4.0
2020-02-19,Singanallur,4.9
2020-02-19,Saravanampatti,3.2
2020-02-19,Race Course,3.5
2020-02-19,Ukkadam,5.7
2020-02-19,Town Hall,0.9
2020-02-19,Kuniyamuthur,2.0
2020-02-19,Sundarapuram,0.8
2020-02-19,Podanur,13.2
2020-02-19,Thudiyalur,8.7
2020-02-19,Vadakovai,0.1
2020-02-19,Ganapathy,3.7
2020-02-19,Kalapatti,7.8
2020-02-19,Kovaipudur,0.6
2020-02-19,Selvapuram,2.5
2020-02-19,Kurichi,7.4
2020-02-19,Vadavalli,0.1
2020-02-20,Gandhipuram,3.6
2020-02-20,RS Puram,1.1
2020-02-20,Saibaba Colony,7.7
2020-02-20,Peelamedu,10.6
2020-02-20,Singanallur,8.7
2020-02-20,Saravanampatti,1.9
2020-02-20,Race Course,5.9
2020-02-20,Ukkadam,5.6
2020-02-20,Town Hall,1.2
2020-02-20,Kuniyamuthur,5.3
2020-02-20,Sundarapuram,0.1
2020-02-20,Podanur,2.7
2020-02-20,Thudiyalur,0.8
2020-02-20,Vadakovai,0.4
2020-02-20,Ganapathy,0.2
2020-02-20,Kalapatti,3.6
2020-02-20,Kovaipudur,1.2
2020-02-20,Selvapuram,3.9
2020-02-20,Kurichi,0.2
2020-02-20,Vadavalli,1.1
2020-02-21,Gandhipuram,2.3
2020-02-21,RS Puram,4.7
2020-02-21,Saibaba Colony,1.2
2020-02-21,Peelamedu,2.9
2020-02-21,Singanallur,6.5
2020-02-21,Saravanampatti,2.9
2020-02-21,Race Course,0.8
2020-02-21,Ukkadam,0.1
2020-02-21,Town Hall,6.1
2020-02-21,Kuniyamuthur,0.1
2020-02-21,Sundarapuram,6.2
2020-02-21,Podanur,2.3
2020-02-21,Thudiyalur,8.4
2020-02-21,Vadakovai,4.8
2020-02-21,Ganapathy,18.5
2020-02-21,Kalapatti,1.3
2020-02-21,Kovaipudur,4.4
2020-02-21,Selvapuram,1.5
2020-02-21,Kurichi,2.0
2020-02-21,Vadavalli,3.0
2020-02-22,Gandhipuram,6.2
2020-02-22,RS Puram,12.4
2020-02-22,Saibaba Colony,4.4
2020-02-22,Peelamedu,1.6
2020-02-22,Singanallur,1.6
2020-02-22,Saravanampatti,4.0
2020-02-22,Race Course,0.8
2020-02-22,Ukkadam,0.4
2020-02-22,Town Hall,1.3
2020-02-22,Kuniyamuthur,1.0
2020-02-22,Sundarapuram,1.1
2020-02-22,Podanur,0.8
2020-02-22,Thudiyalur,0.1
2020-02-22,Vadakovai,0.1
2020-02-22,Ganapathy,13.2
2020-02-22,Kalapatti,1.7
2020-02-22,Kovaipudur,1.5
2020-02-22,Selvapuram,3.4
2020-02-22,Kurichi,0.7
2020-02-22,Vadavalli,9.0
2020-02-23,Gandhipuram,4.6
2020-02-23,RS Puram,0.3
2020-02-23,Saibaba Colony,1.6
2020-02-23,Peelamedu,6.3
2020-02-23,Singanallur,8.7
2020-02-23,Saravanampatti,1.9
2020-02-23,Race Course,2.9
2020-02-23,Ukkadam,0.5
2020-02-23,Town Hall,14.2
2020-02-23,Kuniyamuthur,0.8
2020-02-23,Sundarapuram,8.6
2020-02-23,Podanur,3.1
2020-02-23,Thudiyalur,2.8
2020-02-23,Vadakovai,2.2
2020-02-23,Ganapathy,0.8
2020-02-23,Kalapatti,0.6
2020-02-23,Kovaipudur,0.7
2020-02-23,Selvapuram,0.6
2020-02-23,Kurichi,4.5
2020-02-23,Vadavalli,1.3
2020-02-24,Gandhipuram,0.2
2020-02-24,RS Puram,10.4
2020-02-24,Saibaba Colony,6.5
2020-02-24,Peelamedu,7.9
2020-02-24,Singanallur,15.8
2020-02-24,Saravanampatti,0.6
2020-02-24,Race Course,1.5
2020-02-24,Ukkadam,4.3
2020-02-24,Town Hall,3.6
2020-02-24,Kuniyamuthur,0.5
2020-02-24,Sundarapuram,5.1
2020-02-24,Podanur,0.8
2020-02-24,Thudiyalur,0.8
2020-02-24,Vadakovai,2.3
2020-02-24,Ganapathy,2.7
2020-02-24,Kalapatti,2.6
2020-02-24,Kovaipudur,0.3
2020-02-24,Selvapuram,6.3
2020-02-24,Kurichi,0.9
2020-02-24,Vadavalli,0.4
2020-02-25,Gandhipuram,6.6
2020-02-25,RS Puram,9.3
2020-02-25,Saibaba Colony,5.9
2020-02-25,Peelamedu,5.0
2020-02-25,Singanallur,3.2
2020-02-25,Saravanampatti,2.4
2020-02-25,Race Course,0.3
2020-02-25,Ukkadam,1.6
2020-02-25,Town Hall,1.4
2020-02-25,Kuniyamuthur,0.9
2020-02-25,Sundarapuram,3.9
2020-02-25,Podanur,2.1
2020-02-25,Thudiyalur,0.3
2020-02-25,Vadakovai,0.7
2020-02-25,Ganapathy,3.4
2020-02-25,Kalapatti,0.2
2020-02-25,Kovaipudur,5.7
2020-02-25,Selvapuram,2.1
2020-02-25,Kurichi,2.0
2020-02-25,Vadavalli,2.7
2020-02-26,Gandhipuram,5.2
2020-02-26,RS Puram,1.3
2020-02-26,Saibaba Colony,3.4
2020-02-26,Peelamedu,2.5
2020-02-26,Singanallur,0.9
2020-02-26,Saravanampatti,6.3
2020-02-26,Race Course,4.8
2020-02-26,Ukkadam,3.2
2020-02-26,Town Hall,5.7
2020-02-26,Kuniyamuthur,6.1
2020-02-26,Sundarapuram,3.7
2020-02-26,Podanur,5.4
2020-02-26,Thudiyalur,3.6
2020-02-26,Vadakovai,3.4
2020-02-26,Ganapathy,2.9
2020-02-26,Kalapatti,4.2
2020-02-26,Kovaipudur,0.5
2020-02-26,Selvapuram,6.4
2020-02-26,Kurichi,6.2
2020-02-26,Vadavalli,0.1
2020-02-27,Gandhipuram,5.2
2020-02-27,RS Puram,0.4
2020-02-27,Saibaba Colony,1.2
2020-02-27,Peelamedu,4.1
2020-02-27,Singanallur,0.5
2020-02-27,Saravanampatti,5.1
2020-02-27,Race Course,5.4
2020-02-27,Ukkadam,2.1
2020-02-27,Town Hall,0.0
2020-02-27,Kuniyamuthur,1.0
2020-02-27,Sundarapuram,2.9
2020-02-27,Podanur,11.9
2020-02-27,Thudiyalur,3.0
2020-02-27,Vadakovai,0.9
2020-02-27,Ganapathy,3.0
2020-02-27,Kalapatti,2.3
2020-02-27,Kovaipudur,4.5
2020-02-27,Selvapuram,0.3
2020-02-27,Kurichi,4.3
2020-02-27,Vadavalli,2.3
2020-02-28,Gandhipuram,9.9
2020-02-28,RS Puram,1.3
2020-02-28,Saibaba Colony,3.0
2020-02-28,Peelamedu,8.1
2020-02-28,Singanallur,0.3
2020-02-28,Saravanampatti,8.3
2020-02-28,Race Course,3.5
2020-02-28,Ukkadam,0.2
2020-02-28,Town Hall,1.1
2020-02-28,Kuniyamuthur,3.7
2020-02-28,Sundarapuram,0.2
2020-02-28,Podanur,2.6
2020-02-28,Thudiyalur,1.3
2020-02-28,Vadakovai,2.9
2020-02-28,Ganapathy,0.1
2020-02-28,Kalapatti,6.2
2020-02-28,Kovaipudur,10.9
2020-02-28,Selvapuram,10.4
2020-02-28,Kurichi,4.2
2020-02-28,Vadavalli,0.4
2020-02-29,Gandhipuram,4.3
2020-02-29,RS Puram,0.1
2020-02-29,Saibaba Colony,0.1
2020-02-29,Peelamedu,1.2
2020-02-29,Singanallur,2.0
2020-02-29,Saravanampatti,4.4
2020-02-29,Race Course,3.4
2020-02-29,Ukkadam,1.8
2020-02-29,Town Hall,1.0
2020-02-29,Kuniyamuthur,17.6
2020-02-29,Sundarapuram,1.7
2020-02-29,Podanur,1.8
2020-02-29,Thudiyalur,0.5
2020-02-29,Vadakovai,4.8
2020-02-29,Ganapathy,3.5
2020-02-29,Kalapatti,0.7
2020-02-29,Kovaipudur,0.3
2020-02-29,Selvapuram,3.4
2020-02-29,Kurichi,3.2
2020-02-29,Vadavalli,1.0
2020-03-01,Gandhipuram,9.0
2020-03-01,RS Puram,0.5
2020-03-01,Saibaba Colony,1.7
2020-03-01,Peelamedu,8.6
2020-03-01,Singanallur,1.6
2020-03-01,Saravanampatti,3.1
2020-03-01,Race Course,1.5
2020-03-01,Ukkadam,1.0
2020-03-01,Town Hall,12.4
2020-03-01,Kuniyamuthur,1.6
2020-03-01,Sundarapuram,6.7
2020-03-01,Podanur,0.8
2020-03-01,Thudiyalur,0.7
2020-03-01,Vadakovai,0.1
2020-03-01,Ganapathy,3.2
2020-03-01,Kalapatti,1.4
2020-03-01,Kovaipudur,6.0
2020-03-01,Selvapuram,1.9
2020-03-01,Kurichi,10.3
2020-03-01,Vadavalli,0.6
2020-03-02,Gandhipuram,6.1
2020-03-02,RS Puram,4.5
2020-03-02,Saibaba Colony,4.4
2020-03-02,Peelamedu,5.6
2020-03-02,Singanallur,4.3
2020-03-02,Saravanampatti,3.0
2020-03-02,Race Course,0.4
2020-03-02,Ukkadam,0.1
2020-03-02,Town Hall,7.6
2020-03-02,Kuniyamuthur,2.9
2020-03-02,Sundarapuram,4.8
2020-03-02,Podanur,2.0
2020-03-02,Thudiyalur,0.4
2020-03-02,Vadakovai,0.4
2020-03-02,Ganapathy,3.5
2020-03-02,Kalapatti,1.7
2020-03-02,Kovaipudur,0.7
2020-03-02,Selvapuram,2.0
2020-03-02,Kurichi,0.2
2020-03-02,Vadavalli,2.6
2020-03-03,Gandhipuram,0.9
2020-03-03,RS Puram,4.8
2020-03-03,Saibaba Colony,1.1
2020-03-03,Peelamedu,1.8
2020-03-03,Singanallur,0.0
2020-03-03,Saravanampatti,0.2
2020-03-03,Race Course,1.5
2020-03-03,Ukkadam,2.0
2020-03-03,Town Hall,2.7
2020-03-03,Kuniyamuthur,1.0
2020-03-03,Sundarapuram,3.6
2020-03-03,Podanur,5.9
2020-03-03,Thudiyalur,4.5
2020-03-03,Vadakovai,0.1
2020-03-03,Ganapathy,2.0
2020-03-03,Kalapatti,0.3
2020-03-03,Kovaipudur,0.8
2020-03-03,Selvapuram,13.0
2020-03-03,Kurichi,0.5
2020-03-03,Vadavalli,2.1
2020-03-04,Gandhipuram,2.9
2020-03-04,RS Puram,3.6
2020-03-04,Saibaba Colony,2.5
2020-03-04,Peelamedu,0.0
2020-03-04,Singanallur,1.2
2020-03-04,Saravanampatti,2.2
2020-03-04,Race Course,0.3
2020-03-04,Ukkadam,1.3
2020-03-04,Town Hall,0.1
2020-03-04,Kuniyamuthur,0.2
2020-03-04,Sundarapuram,1.5
2020-03-04,Podanur,0.4
2020-03-04,Thudiyalur,2.5
2020-03-04,Vadakovai,3.5
2020-03-04,Ganapathy,4.8
2020-03-04,Kalapatti,0.7
2020-03-04,Kovaipudur,0.5
2020-03-04,Selvapuram,0.3
2020-03-04,Kurichi,3.0
2020-03-04,Vadavalli,3.7
2020-03-05,Gandhipuram,0.1
2020-03-05,RS Puram,8.3
2020-03-05,Saibaba Colony,0.2
2020-03-05,Peelamedu,2.3
2020-03-05,Singanallur,3.7
2020-03-05,Saravanampatti,6.1
2020-03-05,Race Course,3.8
2020-03-05,Ukkadam,4.9
2020-03-05,Town Hall,1.2
2020-03-05,Kuniyamuthur,5.1
2020-03-05,Sundarapuram,0.3
2020-03-05,Podanur,6.8
2020-03-05,Thudiyalur,2.4
2020-03-05,Vadakovai,5.1
2020-03-05,Ganapathy,1.8
2020-03-05,Kalapatti,3.1
2020-03-05,Kovaipudur,2.2
2020-03-05,Selvapuram,3.9
2020-03-05,Kurichi,0.3
2020-03-05,Vadavalli,0.2
2020-03-06,Gandhipuram,0.9
2020-03-06,RS Puram,0.5
2020-03-06,Saibaba Colony,6.2
2020-03-06,Peelamedu,0.7
2020-03-06,Singanallur,11.2
2020-03-06,Saravanampatti,1.2
2020-03-06,Race Course,0.6
2020-03-06,Ukkadam,4.7
2020-03-06,Town Hall,3.2
2020-03-06,Kuniyamuthur,2.1
2020-03-06,Sundarapuram,2.4
2020-03-06,Podanur,3.8
2020-03-06,Thudiyalur,0.8
2020-03-06,Vadakovai,16.8
2020-03-06,Ganapathy,11.0
2020-03-06,Kalapatti,3.2
2020-03-06,Kovaipudur,0.7
2020-03-06,Selvapuram,3.4
2020-03-06,Kurichi,0.2
2020-03-06,Vadavalli,0.1
2020-03-07,Gandhipuram,0.9
2020-03-07,RS Puram,1.9
2020-03-07,Saibaba Colony,6.1
2020-03-07,Peelamedu,3.9
2020-03-07,Singanallur,4.1
2020-03-07,Saravanampatti,1.7
2020-03-07,Race Course,1.3
2020-03-07,Ukkadam,1.4
2020-03-07,Town Hall,13.2
2020-03-07,Kuniyamuthur,0.1
2020-03-07,Sundarapuram,6.1
2020-03-07,Podanur,2.6
2020-03-07,Thudiyalur,1.7
2020-03-07,Vadakovai,3.9
2020-03-07,Ganapathy,2.0
2020-03-07,Kalapatti,6.2
2020-03-07,Kovaipudur,6.9
2020-03-07,Selvapuram,1.6
2020-03-07,Kurichi,1.0
2020-03-07,Vadavalli,2.7
2020-03-08,Gandhipuram,7.3
2020-03-08,RS Puram,0.7
2020-03-08,Saibaba Colony,2.9
2020-03-08,Peelamedu,3.0
2020-03-08,Singanallur,4.0
2020-03-08,Saravanampatti,0.4
2020-03-08,Race Course,3.8
2020-03-08,Ukkadam,7.2
2020-03-08,Town Hall,0.6
2020-03-08,Kuniyamuthur,0.8
2020-03-08,Sundarapuram,10.7
2020-03-08,Podanur,0.6
2020-03-08,Thudiyalur,5.8
2020-03-08,Vadakovai,2.0
2020-03-08,Ganapathy,0.9
2020-03-08,Kalapatti,6.1
2020-03-08,Kovaipudur,1.8
2020-03-08,Selvapuram,2.2
2020-03-08,Kurichi,1.3
2020-03-08,Vadavalli,2.7
2020-03-09,Gandhipuram,0.5
2020-03-09,RS Puram,1.5
2020-03-09,Saibaba Colony,10.5
2020-03-09,Peelamedu,0.9
2020-03-09,Singanallur,3.2
2020-03-09,Saravanampatti,1.2
2020-03-09,Race Course,4.5
2020-03-09,Ukkadam,0.4
2020-03-09,Town Hall,10.5
2020-03-09,Kuniyamuthur,1.8
2020-03-09,Sundarapuram,0.8
2020-03-09,Podanur,0.2
2020-03-09,Thudiyalur,0.6
2020-03-09,Vadakovai,2.2
2020-03-09,Ganapathy,1.2
2020-03-09,Kalapatti,5.3
2020-03-09,Kovaipudur,1.7
2020-03-09,Selvapuram,0.9
2020-03-09,Kurichi,2.9
2020-03-09,Vadavalli,3.7
2020-03-10,Gandhipuram,0.5
2020-03-10,RS Puram,0.6
2020-03-10,Saibaba Colony,0.1
2020-03-10,Peelamedu,4.0
2020-03-10,Singanallur,3.3
2020-03-10,Saravanampatti,1.9
2020-03-10,Race Course,5.6
2020-03-10,Ukkadam,4.9
2020-03-10,Town Hall,2.6
2020-03-10,Kuniyamuthur,6.1
2020-03-10,Sundarapuram,0.7
2020-03-10,Podanur,0.4
2020-03-10,Thudiyalur,0.9
2020-03-10,Vadakovai,0.2
2020-03-10,Ganapathy,2.3
2020-03-10,Kalapatti,8.3
2020-03-10,Kovaipudur,0.1
2020-03-10,Selvapuram,0.4
2020-03-10,Kurichi,1.8
2020-03-10,Vadavalli,8.1
2020-03-11,Gandhipuram,1.1
2020-03-11,RS Puram,2.1
2020-03-11,Saibaba Colony,0.1
2020-03-11,Peelamedu,0.5
2020-03-11,Singanallur,12.9
2020-03-11,Saravanampatti,10.1
2020-03-11,Race Course,0.0
2020-03-11,Ukkadam,9.1
2020-03-11,Town Hall,3.1
2020-03-11,Kuniyamuthur,6.1
2020-03-11,Sundarapuram,1.8
2020-03-11,Podanur,2.2
2020-03-11,Thudiyalur,2.0
2020-03-11,Vadakovai,3.3
2020-03-11,Ganapathy,0.5
2020-03-11,Kalapatti,0.1
2020-03-11,Kovaipudur,1.1
2020-03-11,Selvapuram,3.7
2020-03-11,Kurichi,0.7
2020-03-11,Vadavalli,3.4
2020-03-12,Gandhipuram,10.5
2020-03-12,RS Puram,0.3
2020-03-12,Saibaba Colony,3.3
2020-03-12,Peelamedu,1.8
2020-03-12,Singanallur,6.1
2020-03-12,Saravanampatti,0.6
2020-03-12,Race Course,3.5
2020-03-12,Ukkadam,5.5
2020-03-12,Town Hall,8.7
2020-03-12,Kuniyamuthur,3.4
2020-03-12,Sundarapuram,2.1
2020-03-12,Podanur,2.9
2020-03-12,Thudiyalur,6.1
2020-03-12,Vadakovai,2.5
2020-03-12,Ganapathy,0.1
2020-03-12,Kalapatti,8.0
2020-03-12,Kovaipudur,3.5
2020-03-12,Selvapuram,3.4
2020-03-12,Kurichi,0.7
2020-03-12,Vadavalli,3.2
2020-03-13,Gandhipuram,1.5
2020-03-13,RS Puram,3.2
2020-03-13,Saibaba Colony,0.3
2020-03-13,Peelamedu,3.2
2020-03-13,Singanallur,22.3
2020-03-13,Saravanampatti,0.1
2020-03-13,Race Course,11.3
2020-03-13,Ukkadam,1.6
2020-03-13,Town Hall,6.1
2020-03-13,Kuniyamuthur,4.6
2020-03-13,Sundarapuram,2.5
2020-03-13,Podanur,4.0
2020-03-13,Thudiyalur,6.3
2020-03-13,Vadakovai,1.6
2020-03-13,Ganapathy,1.2
2020-03-13,Kalapatti,3.3
2020-03-13,Kovaipudur,4.9
2020-03-13,Selvapuram,4.3
2020-03-13,Kurichi,4.8
2020-03-13,Vadavalli,1.7
2020-03-14,Gandhipuram,5.1
2020-03-14,RS Puram,0.4
2020-03-14,Saibaba Colony,2.4
2020-03-14,Peelamedu,0.0
2020-03-14,Singanallur,1.2
2020-03-14,Saravanampatti,1.4
2020-03-14,Race Course,1.5
2020-03-14,Ukkadam,3.6
2020-03-14,Town Hall,1.5
2020-03-14,Kuniyamuthur,1.8
2020-03-14,Sundarapuram,0.8
2020-03-14,Podanur,1.4
2020-03-14,Thudiyalur,0.8
2020-03-14,Vadakovai,0.2
2020-03-14,Ganapathy,2.8
2020-03-14,Kalapatti,3.3
2020-03-14,Kovaipudur,2.9
2020-03-14,Selvapuram,1.9
2020-03-14,Kurichi,1.4
2020-03-14,Vadavalli,6.0
2020-03-15,Gandhipuram,2.2
2020-03-15,RS Puram,2.0
2020-03-15,Saibaba Colony,0.1
2020-03-15,Peelamedu,1.3
2020-03-15,Singanallur,1.4
2020-03-15,Saravanampatti,1.5
2020-03-15,Race Course,2.6
2020-03-15,Ukkadam,2.3
2020-03-15,Town Hall,2.8
2020-03-15,Kuniyamuthur,4.3
2020-03-15,Sundarapuram,5.0
2020-03-15,Podanur,3.8
2020-03-15,Thudiyalur,9.3
2020-03-15,Vadakovai,0.1
2020-03-15,Ganapathy,0.7
2020-03-15,Kalapatti,0.0
2020-03-15,Kovaipudur,3.1
2020-03-15,Selvapuram,6.8
2020-03-15,Kurichi,0.8
2020-03-15,Vadavalli,7.9
2020-03-16,Gandhipuram,0.2
2020-03-16,RS Puram,8.2
2020-03-16,Saibaba Colony,1.3
2020-03-16,Peelamedu,0.3
2020-03-16,Singanallur,2.0
2020-03-16,Saravanampatti,0.9
2020-03-16,Race Course,1.0
2020-03-16,Ukkadam,1.1
2020-03-16,Town Hall,4.9
2020-03-16,Kuniyamuthur,2.3
2020-03-16,Sundarapuram,1.1
2020-03-16,Podanur,2.8
2020-03-16,Thudiyalur,3.8
2020-03-16,Vadakovai,1.0
2020-03-16,Ganapathy,1.6
2020-03-16,Kalapatti,0.4
2020-03-16,Kovaipudur,0.6
2020-03-16,Selvapuram,3.4
2020-03-16,Kurichi,0.6
2020-03-16,Vadavalli,2.2
2020-03-17,Gandhipuram,3.7
2020-03-17,RS Puram,0.3
2020-03-17,Saibaba Colony,2.5
2020-03-17,Peelamedu,0.9
2020-03-17,Singanallur,9.9
2020-03-17,Saravanampatti,2.0
2020-03-17,Race Course,4.9
2020-03-17,Ukkadam,2.4
2020-03-17,Town Hall,0.1
2020-03-17,Kuniyamuthur,3.0
2020-03-17,Sundarapuram,9.1
2020-03-17,Podanur,2.8
2020-03-17,Thudiyalur,5.1
2020-03-17,Vadakovai,6.5
2020-03-17,Ganapathy,0.8
2020-03-17,Kalapatti,0.7
2020-03-17,Kovaipudur,2.8
2020-03-17,Selvapuram,1.6
2020-03-17,Kurichi,5.5
2020-03-17,Vadavalli,6.9
2020-03-18,Gandhipuram,1.3
2020-03-18,RS Puram,0.8
2020-03-18,Saibaba Colony,4.5
2020-03-18,Peelamedu,1.0
